지점,시군구,년월,평균기온(°C),평균최고기온(°C),평균최저기온(°C),예측 평균기온(°C),예측 평균최고기온(°C),예측 평균최저기온(°C)
226,보은,2020-01-01,1.0,6.7,-3.5,-0.4,5.8,-5.6
226,보은,2020-02-01,1.8,8.2,-3.9,3.7,10.2,-1.5
226,보은,2020-03-01,6.4,14.1,-1.2,7.5,14.1,1.4
226,보은,2020-04-01,9.5,17.4,1.4,10.9,18.1,4.4
226,보은,2020-05-01,17.3,23.3,11.4,16.0,22.8,9.9
226,보은,2020-06-01,22.5,28.1,17.7,20.1,25.4,14.7
226,보은,2020-07-01,22.3,26.0,19.3,25.0,29.4,21.0
226,보은,2020-08-01,25.4,30.1,22.3,24.6,28.8,20.9
226,보은,2020-09-01,18.7,24.5,14.4,20.8,25.6,16.4
226,보은,2020-10-01,11.3,19.3,4.9,14.3,19.8,9.1
226,보은,2020-11-01,6.5,13.2,0.7,6.8,13.4,1.5
226,보은,2020-12-01,-2.0,4.8,-7.4,0.9,6.5,-4.2
226,보은,2021-01-01,-3.1,3.4,-9.2,-0.6,5.4,-5.4
226,보은,2021-02-01,1.8,8.8,-4.7,2.0,8.4,-3.3
226,보은,2021-03-01,7.7,14.5,1.1,6.7,13.6,0.2
226,보은,2021-04-01,12.7,19.4,6.0,12.4,19.3,6.2
226,보은,2021-05-01,15.7,21.9,10.0,17.0,23.2,11.6
226,보은,2021-06-01,21.3,27.1,16.4,21.7,26.5,16.8
226,보은,2021-07-01,25.4,30.8,21.1,23.2,27.5,19.2
226,보은,2021-08-01,23.8,28.6,20.5,24.7,29.0,20.8
226,보은,2021-09-01,20.2,25.4,16.1,19.5,24.8,14.8
226,보은,2021-10-01,13.1,20.6,7.9,14.2,19.7,9.1
226,보은,2021-11-01,6.3,13.8,0.9,7.6,13.8,2.5
226,보은,2021-12-01,-0.1,6.4,-5.6,1.2,6.5,-3.9
226,보은,2022-01-01,-2.8,3.8,-9.3,-0.3,5.6,-4.9
226,보은,2022-02-01,-1.7,4.7,-8.0,1.5,8.1,-3.5
226,보은,2022-03-01,6.6,13.2,0.3,5.4,12.0,-1.0
226,보은,2022-04-01,12.9,20.6,5.1,10.4,17.5,3.8
226,보은,2022-05-01,17.2,24.5,9.7,17.1,23.5,11.3
226,보은,2022-06-01,22.2,27.3,17.5,21.0,26.2,15.6
226,보은,2022-07-01,25.2,29.6,21.7,24.2,28.6,20.0
226,보은,2022-08-01,24.3,28.0,21.2,24.3,28.6,20.2
226,보은,2022-09-01,19.8,25.7,15.0,19.8,24.7,15.0
226,보은,2022-10-01,12.4,19.2,6.8,13.8,19.5,8.6
226,보은,2022-11-01,7.4,15.4,0.9,6.8,12.8,1.4
226,보은,2022-12-01,-3.9,2.2,-9.3,1.1,6.3,-3.9
271,봉화,2019-01-01,-3.2,4.6,-10.1,-1.0,4.8,-5.7
271,봉화,2019-07-01,22.9,28.0,18.7,1.8,8.6,-3.7
271,봉화,2020-01-01,0.9,6.6,-3.8,6.7,13.2,2.4
271,봉화,2020-07-01,20.6,24.7,17.2,17.7,23.4,13.6
271,봉화,2021-01-01,-4.5,1.9,-10.6,-1.6,4.4,-7.1
271,봉화,2021-07-01,22.2,27.7,17.7,22.4,27.2,17.1
271,봉화,2022-01-01,-2.5,4.4,-9.0,-1.3,5.0,-6.7
271,봉화,2022-07-01,23.9,28.7,20.1,19.3,24.8,14.8
159,부산,2019-01-01,4.5,9.6,0.5,1.9,7.2,-1.9
159,부산,2019-02-01,6.6,11.3,2.7,14.1,18.9,10.0
159,부산,2019-03-01,10.5,15.1,6.7,7.8,11.6,2.5
159,부산,2019-04-01,13.4,17.3,9.9,14.1,18.2,9.7
159,부산,2019-05-01,19.3,23.6,15.7,18.2,22.4,14.1
159,부산,2019-06-01,21.1,24.7,18.3,21.4,25.2,17.4
159,부산,2019-07-01,24.3,27.1,22.4,26.1,28.5,23.4
159,부산,2019-08-01,27.0,30.1,24.6,25.7,27.8,22.8
159,부산,2019-09-01,23.1,26.6,20.7,23.3,25.5,20.4
159,부산,2019-10-01,18.6,22.8,15.5,19.0,22.4,15.3
159,부산,2019-11-01,13.0,17.9,9.4,12.9,16.0,9.5
159,부산,2019-12-01,7.0,11.7,3.4,7.9,11.9,4.4
159,부산,2020-01-01,6.4,10.9,3.1,4.6,8.2,1.5
159,부산,2020-02-01,7.1,11.8,3.1,6.2,10.4,3.5
159,부산,2020-03-01,10.4,15.0,6.4,10.1,14.5,6.5
159,부산,2020-04-01,12.6,17.5,8.9,13.2,18.1,9.4
159,부산,2020-05-01,17.9,21.8,15.0,16.9,21.6,13.4
159,부산,2020-06-01,22.4,26.6,19.5,20.5,24.0,17.4
159,부산,2020-07-01,22.1,24.8,20.3,24.7,27.2,22.4
159,부산,2020-08-01,27.2,30.4,24.8,25.3,27.4,23.2
159,부산,2020-09-01,21.9,25.6,19.2,22.5,25.1,19.7
159,부산,2020-10-01,17.3,22.2,13.8,18.1,21.2,14.5
159,부산,2020-11-01,12.4,17.2,8.5,12.3,16.2,9.0
159,부산,2020-12-01,4.3,9.3,0.5,7.7,11.6,4.3
159,부산,2021-01-01,3.3,7.9,-0.8,3.3,7.2,-0.1
159,부산,2021-02-01,7.2,11.9,3.2,4.0,8.6,0.8
159,부산,2021-03-01,11.4,15.9,7.7,9.3,14.4,5.2
159,부산,2021-04-01,14.7,19.7,10.8,14.7,19.7,10.7
159,부산,2021-05-01,17.7,21.5,14.7,18.2,22.9,14.8
159,부산,2021-06-01,21.9,25.4,19.3,22.3,25.7,19.4
159,부산,2021-07-01,26.3,29.5,24.0,24.4,26.8,22.0
159,부산,2021-08-01,26.2,29.4,23.8,26.5,28.4,24.3
159,부산,2021-09-01,22.9,26.4,20.5,22.4,25.5,19.4
159,부산,2021-10-01,18.7,23.3,15.2,17.7,20.8,14.1
159,부산,2021-11-01,12.5,17.4,8.6,12.8,16.6,9.5
159,부산,2021-12-01,6.0,10.8,1.9,7.4,11.0,4.1
159,부산,2022-01-01,4.0,9.2,0.0,3.9,7.6,0.7
159,부산,2022-02-01,3.6,8.8,-0.5,4.6,9.3,1.5
159,부산,2022-03-01,10.5,14.8,6.8,8.1,13.0,3.9
159,부산,2022-04-01,14.9,19.1,11.4,12.1,17.7,7.8
159,부산,2022-05-01,19.0,23.4,15.3,18.7,23.4,15.1
159,부산,2022-06-01,21.7,24.9,19.4,21.6,25.2,18.5
159,부산,2022-07-01,26.2,29.7,23.7,25.4,27.7,23.0
159,부산,2022-08-01,26.4,29.7,24.0,25.6,27.7,23.3
159,부산,2022-09-01,22.9,26.9,20.2,22.8,25.9,19.9
159,부산,2022-10-01,17.6,22.7,14.0,17.6,21.0,14.1
159,부산,2022-11-01,14.4,19.8,10.4,12.0,16.1,8.6
159,부산,2022-12-01,3.3,8.1,-0.3,8.2,11.9,4.9
243,부안,2019-01-01,0.4,5.6,-4.1,2.9,6.5,-0.5
243,부안,2019-02-01,2.1,7.3,-2.3,2.2,7.1,-1.1
243,부안,2019-03-01,7.0,13.5,1.7,6.4,11.9,1.7
243,부안,2019-04-01,11.7,17.9,6.7,11.5,17.6,6.3
243,부안,2019-05-01,17.9,24.6,11.9,16.5,22.0,11.7
243,부안,2019-06-01,21.0,26.0,17.1,21.4,26.0,17.2
243,부안,2019-07-01,25.3,29.8,21.8,25.3,28.8,21.9
243,부안,2019-08-01,26.8,31.7,23.1,25.2,28.7,22.2
243,부안,2019-09-01,22.2,27.0,18.4,23.1,27.4,19.4
243,부안,2019-10-01,16.1,21.6,11.1,16.8,21.7,12.3
243,부안,2019-11-01,9.4,15.2,4.1,10.2,15.7,5.6
243,부안,2019-12-01,4.0,8.7,-0.1,3.0,8.0,-1.6
243,부안,2020-01-01,3.3,7.7,-0.3,1.8,6.5,-2.1
243,부안,2020-02-01,3.9,9.0,-0.7,4.8,10.1,1.1
243,부안,2020-03-01,7.6,13.6,2.4,8.5,13.9,3.7
243,부안,2020-04-01,10.3,16.1,4.9,11.9,17.9,6.7
243,부안,2020-05-01,17.6,23.1,13.2,16.3,21.8,11.5
243,부안,2020-06-01,22.4,27.2,19.0,20.2,24.6,16.0
243,부안,2020-07-01,23.1,26.5,20.6,25.5,28.8,22.5
243,부안,2020-08-01,27.2,31.3,24.4,25.2,28.4,22.6
243,부안,2020-09-01,21.0,25.8,17.3,22.6,26.4,19.2
243,부안,2020-10-01,14.5,20.5,9.3,16.6,20.9,12.2
243,부안,2020-11-01,9.4,14.6,4.8,9.6,15.0,5.3
243,부안,2020-12-01,1.8,7.0,-2.4,3.7,8.4,-0.6
243,부안,2021-01-01,0.0,4.9,-4.7,1.2,5.9,-2.7
243,부안,2021-02-01,4.1,9.6,-0.8,3.1,8.4,-0.8
243,부안,2021-03-01,8.4,14.5,3.6,7.9,13.6,2.7
243,부안,2021-04-01,13.2,19.5,8.0,13.1,19.1,8.1
243,부안,2021-05-01,17.1,22.4,12.1,17.2,22.6,12.7
243,부안,2021-06-01,22.3,27.4,18.6,22.4,26.6,18.4
243,부안,2021-07-01,26.7,31.4,23.1,24.5,27.8,21.3
243,부안,2021-08-01,25.4,30.0,22.1,26.5,29.9,23.6
243,부안,2021-09-01,22.4,26.9,18.8,21.2,25.8,17.3
243,부안,2021-10-01,16.0,21.9,11.2,16.2,20.8,11.7
243,부안,2021-11-01,9.6,15.1,4.9,10.1,15.5,5.7
243,부안,2021-12-01,3.2,8.4,-1.2,3.4,7.9,-0.9
243,부안,2022-01-01,0.1,4.8,-4.4,1.5,6.3,-2.3
243,부안,2022-02-01,0.7,5.9,-4.0,3.0,8.5,-1.0
243,부안,2022-03-01,7.7,13.8,2.5,6.6,12.2,1.2
243,부안,2022-04-01,13.4,19.7,8.1,11.2,17.6,5.6
243,부안,2022-05-01,18.0,24.0,12.5,17.9,23.3,13.0
243,부안,2022-06-01,23.0,27.4,19.5,21.7,26.0,17.4
243,부안,2022-07-01,26.5,30.5,23.3,25.4,28.6,22.2
243,부안,2022-08-01,26.0,29.6,23.2,26.1,29.4,23.1
243,부안,2022-09-01,21.9,27.2,17.7,21.7,25.8,17.9
243,부안,2022-10-01,14.7,20.6,9.5,15.9,20.7,11.5
243,부안,2022-11-01,10.4,17.2,4.8,9.0,14.4,4.4
243,부안,2022-12-01,-0.1,4.5,-4.5,3.1,7.7,-1.1
236,부여,2019-01-01,-1.3,5.9,-7.2,0.2,5.1,-3.7
236,부여,2019-02-01,1.1,7.8,-4.5,2.2,8.4,-2.1
236,부여,2019-03-01,6.2,13.7,-0.4,6.7,13.2,0.8
236,부여,2019-04-01,11.5,18.6,4.9,11.8,18.5,5.5
236,부여,2019-05-01,17.9,26.2,10.4,16.9,22.9,11.1
236,부여,2019-06-01,21.5,27.5,16.3,21.8,27.0,16.7
236,부여,2019-07-01,25.1,29.8,21.3,25.3,29.7,21.2
236,부여,2019-08-01,26.3,31.9,22.0,24.5,28.9,20.6
236,부여,2019-09-01,21.7,27.1,17.6,21.3,26.7,16.7
236,부여,2019-10-01,15.3,21.9,9.9,15.7,21.4,10.4
236,부여,2019-11-01,7.7,15.2,1.5,9.0,15.4,3.8
236,부여,2019-12-01,2.0,8.0,-2.9,1.6,7.1,-3.7
236,부여,2020-01-01,2.1,8.0,-2.5,0.3,6.2,-4.4
236,부여,2020-02-01,2.7,9.2,-2.9,4.2,10.5,-0.6
236,부여,2020-03-01,7.2,14.4,0.4,8.0,14.4,2.1
236,부여,2020-04-01,9.9,18.0,2.4,11.4,18.3,5.2
236,부여,2020-05-01,17.8,24.0,12.4,16.4,22.9,10.5
236,부여,2020-06-01,22.9,28.4,18.5,20.4,25.4,15.2
236,부여,2020-07-01,23.3,27.1,20.2,25.4,29.6,21.7
236,부여,2020-08-01,26.8,31.0,23.8,25.0,29.0,21.5
236,부여,2020-09-01,20.5,25.8,16.5,21.8,26.4,17.6
236,부여,2020-10-01,13.1,20.6,6.8,15.5,20.7,10.4
236,부여,2020-11-01,7.7,14.3,2.0,8.3,14.7,3.1
236,부여,2020-12-01,-0.2,6.1,-5.2,1.8,7.4,-3.2
236,부여,2021-01-01,-1.9,4.3,-7.4,-0.2,5.6,-4.8
236,부여,2021-02-01,2.9,9.6,-3.0,2.4,8.7,-2.4
236,부여,2021-03-01,8.5,15.8,2.0,7.2,13.9,1.0
236,부여,2021-04-01,13.5,20.4,6.7,12.9,19.8,6.9
236,부여,2021-05-01,16.6,23.0,11.0,17.6,23.6,12.3
236,부여,2021-06-01,22.3,27.9,17.7,22.4,27.1,17.6
236,부여,2021-07-01,26.6,31.9,22.6,24.2,28.2,20.3
236,부여,2021-08-01,25.2,29.8,21.7,25.7,29.8,22.0
236,부여,2021-09-01,21.8,26.9,17.9,20.4,25.6,15.8
236,부여,2021-10-01,14.7,21.8,9.5,15.4,20.6,10.2
236,부여,2021-11-01,7.7,14.7,2.6,8.8,14.9,3.8
236,부여,2021-12-01,1.2,7.7,-3.9,1.8,7.0,-3.1
236,부여,2022-01-01,-1.5,5.0,-7.4,0.2,5.9,-4.2
236,부여,2022-02-01,-0.5,6.1,-6.7,2.1,8.7,-2.7
236,부여,2022-03-01,7.1,14.0,0.6,5.9,12.6,-0.3
236,부여,2022-04-01,13.3,21.3,6.3,10.8,17.9,4.3
236,부여,2022-05-01,17.7,25.2,10.6,17.6,23.8,11.8
236,부여,2022-06-01,23.1,28.3,18.8,21.7,26.7,16.4
236,부여,2022-07-01,26.4,31.0,22.7,24.9,28.9,20.7
236,부여,2022-08-01,25.4,29.3,22.2,25.4,29.7,21.5
236,부여,2022-09-01,21.5,27.6,16.6,20.6,25.6,15.8
236,부여,2022-10-01,13.7,20.6,8.1,15.0,20.7,9.8
236,부여,2022-11-01,9.0,16.8,2.8,7.9,14.2,2.6
236,부여,2022-12-01,-1.9,3.8,-6.6,1.8,7.1,-3.1
104,북강릉,2019-01-01,2.0,6.9,-2.5,-0.5,5.2,-5.1
104,북강릉,2019-07-01,24.3,27.7,21.5,4.2,10.3,-0.8
104,북강릉,2020-01-01,3.5,7.4,0.1,9.6,15.3,6.2
104,북강릉,2020-07-01,21.0,24.1,18.2,18.8,23.5,15.5
104,북강릉,2021-01-01,-0.6,4.2,-5.6,-0.3,4.9,-5.1
104,북강릉,2021-07-01,24.5,28.3,21.2,23.3,27.5,19.2
104,북강릉,2022-01-01,0.5,4.6,-3.5,0.3,6.1,-3.8
104,북강릉,2022-07-01,24.1,27.5,21.5,20.2,24.3,17.2
104,북강릉,2023-01-01,1.1,5.8,-3.4,4.3,8.1,1.6
104,북강릉,2023-07-01,25.6,29.5,22.4,11.4,14.8,7.7
104,북강릉,2023-08-01,24.7,28.2,22.1,9.9,11.9,7.1
104,북강릉,2023-09-01,21.1,24.9,18.1,22.6,24.8,21.9
104,북강릉,2023-10-01,15.7,20.7,11.3,15.5,19.3,13.4
255,북창원,2019-01-01,2.5,8.4,-2.4,8.8,13.1,4.2
255,북창원,2019-02-01,4.7,10.3,-0.2,2.3,7.8,-2.1
255,북창원,2019-03-01,9.5,15.9,4.2,4.3,10.7,-1.5
255,북창원,2019-04-01,12.9,18.9,7.8,12.0,18.2,7.1
255,북창원,2019-05-01,19.4,26.3,13.2,16.7,22.7,11.8
255,북창원,2019-06-01,21.5,27.1,17.3,21.3,25.9,17.2
255,북창원,2019-07-01,24.7,28.9,21.8,25.3,29.6,21.8
255,북창원,2019-08-01,26.4,30.9,22.8,26.2,29.4,22.9
255,북창원,2019-09-01,22.2,26.8,19.1,24.1,27.1,20.1
255,북창원,2019-10-01,15.5,20.6,11.1,16.8,21.2,12.3
255,북창원,2019-11-01,8.8,14.8,3.8,9.3,14.5,4.5
255,북창원,2019-12-01,2.7,8.2,-1.8,3.8,9.0,-0.8
255,북창원,2020-01-01,3.8,8.5,0.1,1.7,6.6,-2.3
255,북창원,2020-02-01,5.9,11.2,0.9,5.4,10.8,1.3
255,북창원,2020-03-01,10.3,16.3,5.0,9.7,15.3,4.7
255,북창원,2020-04-01,12.8,19.3,7.4,13.6,19.6,8.5
255,북창원,2020-05-01,19.3,24.9,14.6,18.3,23.8,13.8
255,북창원,2020-06-01,23.9,29.7,19.4,21.7,25.8,17.7
255,북창원,2020-07-01,23.6,27.3,21.1,26.1,29.7,23.1
255,북창원,2020-08-01,28.7,33.0,25.6,25.2,28.8,22.0
255,북창원,2020-09-01,22.1,26.7,18.4,21.8,25.7,17.6
255,북창원,2020-10-01,16.6,22.5,11.9,16.8,21.2,12.2
255,북창원,2020-11-01,11.6,17.1,6.6,10.5,15.9,6.3
255,북창원,2020-12-01,3.7,9.2,-0.8,5.2,9.7,1.0
255,북창원,2021-01-01,2.8,8.3,-2.0,2.3,7.0,-1.6
255,북창원,2021-02-01,7.0,12.8,1.8,4.2,9.9,0.1
255,북창원,2021-03-01,11.9,17.9,6.9,9.3,15.5,4.1
255,북창원,2021-04-01,15.1,21.6,9.5,14.7,20.9,9.8
255,북창원,2021-05-01,18.6,23.9,14.0,18.9,24.5,14.6
255,북창원,2021-06-01,23.1,28.2,18.9,22.7,26.8,18.6
255,북창원,2021-07-01,27.4,32.1,23.8,25.2,28.5,21.8
255,북창원,2021-08-01,26.8,31.5,23.5,26.4,29.5,23.1
255,북창원,2021-09-01,23.2,27.6,19.8,21.7,26.2,17.4
255,북창원,2021-10-01,17.8,23.6,13.2,16.7,21.1,12.0
255,북창원,2021-11-01,11.0,17.3,5.9,11.2,16.3,6.9
255,북창원,2021-12-01,4.9,10.3,0.0,5.2,10.0,0.9
255,북창원,2022-01-01,3.0,8.4,-1.6,2.6,7.5,-1.4
255,북창원,2022-02-01,3.4,8.9,-1.4,4.2,10.0,0.1
255,북창원,2022-03-01,10.9,16.8,5.8,7.9,13.9,2.6
255,북창원,2022-04-01,15.9,22.3,10.7,12.0,18.6,6.7
255,북창원,2022-05-01,20.1,26.8,14.6,19.3,24.9,15.0
255,북창원,2022-06-01,23.1,27.8,19.7,21.9,26.3,17.8
255,북창원,2022-07-01,27.5,32.1,24.1,25.6,29.0,22.2
255,북창원,2022-08-01,27.0,31.1,24.0,25.2,28.4,21.6
255,북창원,2022-09-01,22.7,27.5,18.9,21.9,26.2,17.7
255,북창원,2022-10-01,16.5,22.1,11.6,16.1,20.7,11.4
255,북창원,2022-11-01,12.5,18.5,7.2,10.1,15.4,5.7
255,북창원,2022-12-01,2.0,6.6,-2.1,5.5,10.0,1.3
93,북춘천,2019-01-01,-3.9,4.2,-10.9,1.9,6.5,-2.0
93,북춘천,2019-02-01,-0.6,5.9,-6.7,0.9,7.3,-3.7
93,북춘천,2019-03-01,5.0,12.3,-1.8,5.1,12.0,-1.4
93,북춘천,2019-04-01,10.6,18.3,3.3,11.5,18.4,4.8
93,북춘천,2019-05-01,18.3,26.6,10.0,16.0,22.3,9.7
93,북춘천,2019-06-01,21.4,27.8,15.5,22.2,27.4,16.5
93,북춘천,2019-07-01,25.0,29.9,21.0,26.1,30.6,21.6
93,북춘천,2019-08-01,25.6,31.2,21.2,24.3,28.9,20.2
93,북춘천,2019-09-01,20.7,26.5,16.2,21.2,26.7,16.4
93,북춘천,2019-10-01,14.0,20.7,8.3,14.6,20.8,9.2
93,북춘천,2019-11-01,4.9,11.9,-0.6,7.6,14.4,2.2
93,북춘천,2019-12-01,-0.7,4.3,-5.4,-0.3,5.3,-5.9
93,북춘천,2020-01-01,-0.7,5.6,-5.8,-0.5,5.2,-5.4
93,북춘천,2020-02-01,0.7,6.9,-5.0,3.5,9.8,-1.7
93,북춘천,2020-03-01,6.1,13.5,-1.5,7.3,13.6,0.9
93,북춘천,2020-04-01,9.7,17.4,1.7,11.1,18.1,4.5
93,북춘천,2020-05-01,17.4,23.7,11.5,16.7,23.2,10.6
93,북춘천,2020-06-01,23.5,29.5,17.9,20.8,25.8,15.4
93,북춘천,2020-07-01,23.3,27.9,19.1,25.4,29.9,21.5
93,북춘천,2020-08-01,25.6,29.6,22.8,25.1,29.9,21.5
93,북춘천,2020-09-01,19.0,24.9,14.5,20.5,25.5,16.0
93,북춘천,2020-10-01,10.9,19.1,4.5,14.0,19.8,8.8
93,북춘천,2020-11-01,5.3,12.1,-0.3,5.2,11.9,-0.2
93,북춘천,2020-12-01,-3.6,2.9,-9.1,-0.2,5.3,-5.3
93,북춘천,2021-01-01,-5.7,0.7,-11.8,-1.2,5.0,-6.0
93,북춘천,2021-02-01,0.4,7.6,-6.3,1.3,7.6,-4.4
93,북춘천,2021-03-01,7.1,14.3,0.5,6.0,13.1,-1.0
93,북춘천,2021-04-01,12.4,19.5,5.5,12.5,19.5,5.8
93,북춘천,2021-05-01,15.6,22.1,9.8,17.4,23.5,11.6
93,북춘천,2021-06-01,21.6,27.5,16.7,22.1,26.9,16.9
93,북춘천,2021-07-01,26.7,32.7,22.0,23.7,28.0,19.5
93,북춘천,2021-08-01,24.3,29.3,20.5,25.1,29.7,21.2
93,북춘천,2021-09-01,20.7,26.4,15.7,19.6,25.2,14.7
93,북춘천,2021-10-01,13.1,19.6,7.9,13.3,19.3,8.1
93,북춘천,2021-11-01,5.3,12.2,-0.4,6.4,12.5,1.0
93,북춘천,2021-12-01,-2.2,3.8,-7.5,-0.4,4.8,-5.5
93,북춘천,2022-01-01,-5.1,1.8,-11.5,-1.1,4.9,-5.7
93,북춘천,2022-02-01,-3.5,3.7,-10.6,0.8,7.5,-4.6
93,북춘천,2022-03-01,5.7,12.5,-0.9,4.8,11.5,-2.2
93,북춘천,2022-04-01,13.0,21.2,5.1,10.3,17.5,3.2
93,북춘천,2022-05-01,17.2,25.0,9.4,17.5,23.8,11.3
93,북춘천,2022-06-01,21.9,27.0,17.3,21.6,26.6,15.8
93,북춘천,2022-07-01,26.0,31.1,22.2,24.3,28.7,19.7
93,북춘천,2022-08-01,24.5,28.8,21.4,24.0,28.5,19.8
93,북춘천,2022-09-01,19.8,26.5,14.4,19.7,24.9,14.7
93,북춘천,2022-10-01,11.8,18.6,6.3,12.7,19.0,7.4
93,북춘천,2022-11-01,6.5,14.0,0.5,4.8,10.8,-0.7
93,북춘천,2022-12-01,-6.1,0.1,-11.3,-0.2,5.0,-4.9
93,북춘천,2023-01-01,-5.2,1.2,-11.1,-1.8,4.4,-6.6
93,북춘천,2023-02-01,-0.5,6.5,-6.6,1.3,7.9,-4.4
93,북춘천,2023-03-01,7.4,16.3,-0.9,6.0,13.0,-1.1
93,북춘천,2023-04-01,12.1,18.6,5.4,11.7,19.2,4.7
93,북춘천,2023-05-01,17.7,25.0,10.7,18.6,24.5,12.5
93,북춘천,2023-06-01,22.4,28.4,17.3,21.5,26.5,16.1
93,북춘천,2023-07-01,26.0,30.9,22.3,25.4,30.0,21.1
93,북춘천,2023-08-01,26.1,30.9,22.3,24.7,29.3,20.5
93,북춘천,2023-09-01,21.8,27.2,17.7,20.2,25.6,15.2
93,북춘천,2023-10-01,12.3,19.6,7.0,14.0,19.9,8.8
137,상주,2019-01-01,0.6,5.7,-4.2,5.5,11.9,0.0
137,상주,2019-02-01,2.4,8.1,-2.6,-3.5,1.7,-8.8
137,상주,2019-03-01,7.7,14.6,1.5,1.6,7.0,-3.4
137,상주,2019-04-01,12.5,18.9,6.3,10.0,15.8,3.9
137,상주,2019-05-01,19.6,26.6,12.2,15.3,21.7,9.3
137,상주,2019-06-01,22.0,27.8,16.8,18.9,24.8,13.8
137,상주,2019-07-01,24.8,29.2,21.2,24.9,29.8,20.7
137,상주,2019-08-01,26.1,31.0,22.0,25.1,28.5,21.0
137,상주,2019-09-01,21.1,26.0,17.3,23.7,27.0,19.1
137,상주,2019-10-01,15.0,21.1,10.0,15.3,20.1,10.0
137,상주,2019-11-01,7.9,14.3,2.3,8.1,13.9,2.9
137,상주,2019-12-01,1.4,7.1,-3.1,3.0,8.8,-2.1
137,상주,2020-01-01,2.3,6.9,-1.5,0.9,6.1,-3.5
137,상주,2020-02-01,3.1,9.0,-2.1,4.6,10.3,0.2
137,상주,2020-03-01,8.2,15.3,1.4,8.5,14.3,2.9
137,상주,2020-04-01,11.7,18.7,5.2,11.9,18.5,6.1
137,상주,2020-05-01,18.4,24.6,12.8,17.6,23.6,12.3
137,상주,2020-06-01,23.6,29.1,18.9,21.3,26.1,16.7
137,상주,2020-07-01,22.4,26.3,19.5,25.7,29.7,22.3
137,상주,2020-08-01,26.6,31.2,23.3,24.8,28.9,21.4
137,상주,2020-09-01,19.8,25.1,15.4,20.6,25.1,16.4
137,상주,2020-10-01,13.4,20.3,7.5,14.9,20.0,10.0
137,상주,2020-11-01,8.0,13.9,2.9,8.2,14.2,3.4
137,상주,2020-12-01,-0.1,5.6,-4.8,2.3,7.3,-2.5
137,상주,2021-01-01,-1.8,4.0,-6.8,0.4,5.7,-4.0
137,상주,2021-02-01,3.2,9.6,-2.7,2.8,8.8,-1.9
137,상주,2021-03-01,8.9,15.2,3.0,7.5,14.0,1.4
137,상주,2021-04-01,13.6,20.3,7.3,13.4,19.9,7.5
137,상주,2021-05-01,16.7,22.7,11.5,17.7,23.5,12.7
137,상주,2021-06-01,22.5,27.9,17.7,22.4,26.9,17.9
137,상주,2021-07-01,26.2,31.6,21.9,24.0,28.0,20.4
137,상주,2021-08-01,24.4,28.9,21.1,25.5,29.5,21.9
137,상주,2021-09-01,20.6,25.4,16.8,19.9,24.9,15.4
137,상주,2021-10-01,14.5,21.1,9.6,14.5,19.6,9.6
137,상주,2021-11-01,8.0,14.3,2.7,8.6,14.3,3.9
137,상주,2021-12-01,1.7,7.3,-3.2,2.3,7.1,-2.4
137,상주,2022-01-01,-0.7,4.8,-5.5,1.0,6.3,-3.2
137,상주,2022-02-01,0.0,6.0,-5.1,2.9,8.8,-1.6
137,상주,2022-03-01,8.0,14.6,2.0,6.6,12.6,0.8
137,상주,2022-04-01,15.0,22.4,7.7,11.1,17.8,5.1
137,상주,2022-05-01,19.5,26.5,12.2,17.9,23.9,12.8
137,상주,2022-06-01,23.4,29.3,18.4,22.0,26.9,17.3
137,상주,2022-07-01,26.6,31.4,22.9,24.5,29.0,20.7
137,상주,2022-08-01,25.4,29.6,22.1,24.6,28.8,20.4
137,상주,2022-09-01,20.8,26.6,16.3,20.0,25.1,15.4
137,상주,2022-10-01,13.8,20.3,8.3,14.3,19.9,9.2
137,상주,2022-11-01,8.9,16.2,2.9,7.6,13.4,2.4
137,상주,2022-12-01,-1.6,3.3,-5.9,2.0,6.9,-2.6
189,서귀포,2019-01-01,7.8,11.3,4.6,0.4,5.8,-3.9
189,서귀포,2019-02-01,9.3,12.4,6.3,7.7,13.1,2.7
189,서귀포,2019-03-01,11.6,15.6,8.2,13.7,19.2,9.0
189,서귀포,2019-04-01,15.0,18.7,11.9,14.4,19.6,10.0
189,서귀포,2019-05-01,19.9,23.6,16.6,20.0,24.3,16.1
189,서귀포,2019-06-01,21.7,24.5,19.2,23.3,26.5,20.2
189,서귀포,2019-07-01,24.2,26.6,22.5,25.4,27.7,23.0
189,서귀포,2019-08-01,27.1,29.7,24.8,23.6,25.7,21.1
189,서귀포,2019-09-01,24.1,26.9,22.0,21.2,23.7,17.9
189,서귀포,2019-10-01,20.0,23.6,17.0,18.5,21.1,15.1
189,서귀포,2019-11-01,15.6,19.2,12.2,13.9,17.1,11.1
189,서귀포,2019-12-01,10.7,14.3,7.6,9.5,12.0,7.0
189,서귀포,2020-01-01,9.4,12.4,6.6,7.5,10.4,4.9
189,서귀포,2020-02-01,9.7,13.2,6.2,8.4,11.6,6.3
189,서귀포,2020-03-01,12.3,15.4,8.9,11.2,15.0,8.5
189,서귀포,2020-04-01,13.9,17.7,10.3,14.3,18.3,11.3
189,서귀포,2020-05-01,18.7,21.9,15.8,17.1,21.0,14.3
189,서귀포,2020-06-01,22.4,25.2,20.1,20.2,23.3,17.6
189,서귀포,2020-07-01,23.4,25.7,21.5,24.6,26.6,22.7
