지점,시군구,년월,평균기온(°C),평균최고기온(°C),평균최저기온(°C),예측 평균기온(°C),예측 평균최고기온(°C),예측 평균최저기온(°C)
189,서귀포,2020-08-01,27.4,29.6,25.6,25.8,27.2,24.0
189,서귀포,2020-09-01,22.1,25.1,19.5,23.6,25.5,21.3
189,서귀포,2020-10-01,18.5,22.1,15.4,18.6,21.1,15.5
189,서귀포,2020-11-01,15.1,18.3,11.9,13.4,16.3,10.6
189,서귀포,2020-12-01,8.3,12.1,5.1,10.0,12.7,7.3
189,서귀포,2021-01-01,7.2,10.4,4.0,6.7,9.6,4.0
189,서귀포,2021-02-01,10.1,13.4,6.8,6.9,10.3,4.5
189,서귀포,2021-03-01,13.3,17.0,9.7,11.4,15.1,8.4
189,서귀포,2021-04-01,16.0,20.0,12.7,15.6,19.6,12.7
189,서귀포,2021-05-01,19.0,22.7,15.9,18.9,22.7,16.3
189,서귀포,2021-06-01,22.8,25.6,20.7,22.3,25.1,19.8
189,서귀포,2021-07-01,26.6,28.7,24.8,24.8,26.6,23.0
189,서귀포,2021-08-01,26.3,28.8,24.4,26.3,27.9,24.6
189,서귀포,2021-09-01,24.3,27.0,22.2,22.5,24.7,19.7
189,서귀포,2021-10-01,20.4,23.7,17.5,18.9,21.1,15.9
189,서귀포,2021-11-01,14.2,18.1,10.9,14.6,17.2,11.9
189,서귀포,2021-12-01,9.3,13.0,6.2,9.6,12.5,6.9
189,서귀포,2022-01-01,7.5,10.8,4.8,6.3,9.3,3.8
189,서귀포,2022-02-01,6.1,9.6,3.0,7.1,10.7,4.9
189,서귀포,2022-03-01,12.5,16.1,9.2,9.7,13.5,6.6
189,서귀포,2022-04-01,16.2,19.8,13.0,12.9,17.6,9.5
189,서귀포,2022-05-01,19.5,23.0,16.6,19.6,23.6,16.9
189,서귀포,2022-06-01,22.5,25.1,20.5,21.9,24.9,19.5
189,서귀포,2022-07-01,27.0,29.7,24.8,25.5,27.2,23.7
189,서귀포,2022-08-01,27.7,30.2,25.6,26.6,27.8,24.9
189,서귀포,2022-09-01,24.3,27.4,21.9,24.0,26.3,21.7
189,서귀포,2022-10-01,19.0,22.4,16.1,19.0,21.6,16.0
189,서귀포,2022-11-01,16.4,20.0,13.1,13.3,16.3,10.4
189,서귀포,2022-12-01,7.4,10.9,4.2,9.8,12.6,7.2
129,서산,2019-01-01,-1.1,4.7,-6.7,5.9,8.6,3.2
129,서산,2019-02-01,0.4,6.3,-4.8,1.9,6.3,-1.1
129,서산,2019-03-01,5.8,12.3,-0.5,4.7,10.2,0.1
129,서산,2019-04-01,11.0,17.5,4.6,10.3,16.4,5.0
129,서산,2019-05-01,17.3,24.3,10.8,15.7,21.5,10.6
129,서산,2019-06-01,20.9,26.1,16.4,21.0,25.8,16.5
129,서산,2019-07-01,24.6,28.8,21.3,25.4,29.0,21.7
129,서산,2019-08-01,25.9,30.8,21.7,25.5,28.9,22.4
129,서산,2019-09-01,21.6,26.5,17.6,22.7,27.0,18.9
129,서산,2019-10-01,15.5,21.4,10.4,16.5,21.6,12.0
129,서산,2019-11-01,7.8,14.1,2.2,9.9,15.6,5.2
129,서산,2019-12-01,2.4,7.0,-2.2,2.8,8.4,-2.3
129,서산,2020-01-01,1.8,6.8,-2.3,0.4,5.6,-3.8
129,서산,2020-02-01,2.5,8.2,-2.4,4.0,9.6,-0.1
129,서산,2020-03-01,6.5,12.8,0.3,7.8,13.5,2.5
129,서산,2020-04-01,9.8,16.2,3.4,11.2,17.5,5.6
129,서산,2020-05-01,16.9,22.8,12.1,15.7,21.6,10.4
129,서산,2020-06-01,22.1,27.6,18.0,20.1,24.8,15.5
129,서산,2020-07-01,23.0,27.5,19.8,24.8,28.7,21.5
129,서산,2020-08-01,26.2,29.9,23.6,25.0,28.8,22.0
129,서산,2020-09-01,20.5,25.6,16.6,22.0,26.2,18.3
129,서산,2020-10-01,13.3,20.1,7.5,15.8,20.6,11.2
129,서산,2020-11-01,8.0,13.5,3.0,8.6,14.5,3.8
129,서산,2020-12-01,0.5,5.4,-3.8,2.2,7.2,-2.5
129,서산,2021-01-01,-1.8,3.1,-6.9,0.3,5.3,-3.9
129,서산,2021-02-01,2.5,7.8,-2.6,2.3,7.9,-2.0
129,서산,2021-03-01,7.5,14.4,1.7,7.1,13.0,1.4
129,서산,2021-04-01,12.8,19.3,7.0,12.5,18.7,6.9
129,서산,2021-05-01,16.2,21.9,11.5,17.0,22.7,12.1
129,서산,2021-06-01,21.9,27.1,17.7,22.1,26.5,17.8
129,서산,2021-07-01,26.7,31.9,22.5,24.0,27.6,20.6
129,서산,2021-08-01,25.2,30.1,21.5,26.0,29.8,22.9
129,서산,2021-09-01,21.9,26.9,17.8,20.9,25.9,16.8
129,서산,2021-10-01,15.2,21.5,10.1,15.6,20.7,10.9
129,서산,2021-11-01,8.2,14.4,3.0,8.9,14.7,4.2
129,서산,2021-12-01,1.6,6.9,-3.0,1.9,6.8,-2.8
129,서산,2022-01-01,-2.2,3.3,-7.5,0.3,5.5,-3.8
129,서산,2022-02-01,-1.1,4.1,-6.1,1.8,7.8,-2.6
129,서산,2022-03-01,6.1,11.8,0.5,5.6,11.6,-0.2
129,서산,2022-04-01,12.3,18.5,6.3,10.8,17.3,4.6
129,서산,2022-05-01,16.8,22.7,11.2,17.1,22.7,11.6
129,서산,2022-06-01,22.3,26.6,18.6,21.7,26.1,16.9
129,서산,2022-07-01,26.2,30.4,22.8,25.0,28.3,21.4
129,서산,2022-08-01,24.9,28.3,21.8,26.0,29.5,23.0
129,서산,2022-09-01,21.2,26.8,16.7,21.2,25.5,17.2
129,서산,2022-10-01,13.7,19.5,8.5,15.2,20.3,10.7
129,서산,2022-11-01,9.3,16.1,3.7,8.0,13.7,3.3
129,서산,2022-12-01,-1.9,2.9,-6.5,1.7,6.2,-2.6
108,서울,2019-01-01,-0.9,4.1,-5.1,-0.7,4.3,-4.7
108,서울,2019-02-01,1.0,6.0,-3.2,2.7,8.3,-1.5
108,서울,2019-03-01,7.1,12.4,2.7,7.2,12.8,1.7
108,서울,2019-04-01,12.1,17.6,7.2,12.0,17.9,6.4
108,서울,2019-05-01,19.4,25.6,13.7,17.8,22.9,12.9
108,서울,2019-06-01,22.5,27.7,18.1,21.9,26.1,17.8
108,서울,2019-07-01,25.9,30.1,22.7,26.1,29.8,23.1
108,서울,2019-08-01,27.2,31.6,23.6,25.3,29.0,22.1
108,서울,2019-09-01,22.6,27.1,19.0,21.7,26.2,17.8
108,서울,2019-10-01,16.4,21.8,11.8,16.5,21.2,12.0
108,서울,2019-11-01,7.6,12.9,3.1,9.4,14.8,4.9
108,서울,2019-12-01,1.4,5.3,-2.6,1.1,5.1,-3.1
108,서울,2020-01-01,1.6,5.9,-1.7,0.0,4.8,-3.5
108,서울,2020-02-01,2.5,7.2,-1.3,4.5,9.6,0.7
108,서울,2020-03-01,7.7,13.3,2.6,8.5,13.6,3.4
108,서울,2020-04-01,11.1,16.6,6.3,12.2,18.0,6.9
108,서울,2020-05-01,18.0,23.3,13.7,18.0,23.1,13.2
108,서울,2020-06-01,23.9,29.0,19.9,21.6,25.5,17.6
108,서울,2020-07-01,24.1,28.0,21.1,26.3,29.5,23.6
108,서울,2020-08-01,26.5,29.3,24.4,26.4,29.8,24.0
108,서울,2020-09-01,21.4,25.6,18.0,21.8,25.5,18.6
108,서울,2020-10-01,14.3,19.5,9.6,16.2,20.4,12.1
108,서울,2020-11-01,8.0,12.6,4.0,8.8,13.8,4.6
108,서울,2020-12-01,-0.3,3.9,-4.2,1.9,6.0,-2.1
108,서울,2021-01-01,-2.4,2.2,-6.8,0.1,4.5,-3.4
108,서울,2021-02-01,2.7,7.9,-2.2,2.5,7.5,-1.4
108,서울,2021-03-01,9.0,14.8,4.3,7.4,13.0,1.9
108,서울,2021-04-01,14.2,19.5,9.5,13.4,19.2,8.2
108,서울,2021-05-01,17.1,21.9,12.8,18.5,23.4,14.3
108,서울,2021-06-01,22.8,27.6,18.9,22.7,26.4,19.0
108,서울,2021-07-01,28.1,32.2,24.6,24.7,27.7,21.8
108,서울,2021-08-01,25.9,29.7,22.8,26.6,29.6,24.0
108,서울,2021-09-01,22.6,26.9,18.8,21.5,25.7,17.8
108,서울,2021-10-01,15.6,20.5,11.6,15.9,20.4,11.7
108,서울,2021-11-01,8.2,13.1,4.0,9.0,13.9,4.7
108,서울,2021-12-01,0.6,5.1,-3.5,1.7,5.5,-2.2
108,서울,2022-01-01,-2.2,2.6,-6.2,0.1,4.7,-3.2
108,서울,2022-02-01,-1.1,3.8,-5.3,2.2,7.5,-1.6
108,서울,2022-03-01,7.7,12.7,3.2,6.2,11.5,0.7
108,서울,2022-04-01,14.8,20.6,10.0,11.3,17.3,5.7
108,서울,2022-05-01,19.1,25.0,13.9,18.6,23.5,14.2
108,서울,2022-06-01,23.3,27.5,19.8,22.5,26.2,18.6
108,서울,2022-07-01,27.3,31.0,24.2,25.4,28.4,22.4
108,서울,2022-08-01,25.7,28.9,23.1,25.3,28.4,22.4
108,서울,2022-09-01,22.4,27.2,18.2,21.1,25.0,17.5
108,서울,2022-10-01,14.6,19.7,10.3,15.4,19.9,11.4
108,서울,2022-11-01,10.0,15.4,5.6,8.1,12.9,3.8
108,서울,2022-12-01,-2.8,1.7,-6.6,2.1,5.5,-1.3
188,성산,2019-01-01,5.8,9.3,2.7,-0.4,4.1,-3.7
188,성산,2019-02-01,7.0,10.7,3.5,6.7,11.2,2.5
188,성산,2019-03-01,10.2,14.9,5.5,12.3,17.0,7.6
188,성산,2019-04-01,13.9,18.2,9.4,14.1,19.2,9.5
188,성산,2019-05-01,18.7,23.6,13.3,19.5,23.9,15.4
188,성산,2019-06-01,20.9,24.2,17.5,22.5,26.3,19.1
188,성산,2019-07-01,24.1,26.9,21.9,25.0,27.8,22.3
188,성산,2019-08-01,26.7,30.2,23.9,24.3,26.6,21.7
188,성산,2019-09-01,23.9,26.7,21.5,21.5,24.6,18.1
188,성산,2019-10-01,19.1,22.5,15.5,18.2,21.3,14.5
188,성산,2019-11-01,13.9,18.1,9.6,12.9,16.7,9.5
188,성산,2019-12-01,8.8,12.7,5.1,7.4,10.7,4.3
188,성산,2020-01-01,8.1,10.8,5.3,5.6,9.0,2.4
188,성산,2020-02-01,8.4,12.2,4.2,7.3,11.0,4.7
188,성산,2020-03-01,10.8,14.9,6.4,10.4,14.6,7.2
188,성산,2020-04-01,12.6,17.4,8.0,13.3,17.9,9.7
188,성산,2020-05-01,18.2,22.2,14.7,16.3,20.8,12.9
188,성산,2020-06-01,21.8,25.3,18.7,19.9,23.5,16.8
188,성산,2020-07-01,23.5,26.5,21.1,24.5,27.0,22.1
188,성산,2020-08-01,27.9,30.8,25.3,25.2,27.3,23.1
188,성산,2020-09-01,22.4,25.6,19.6,23.8,26.4,21.0
188,성산,2020-10-01,17.7,21.2,14.4,18.4,21.5,14.8
188,성산,2020-11-01,13.5,17.1,9.8,12.4,16.0,9.1
188,성산,2020-12-01,6.7,10.2,3.1,8.2,11.5,5.0
188,성산,2021-01-01,5.9,9.4,2.0,4.9,8.2,1.7
188,성산,2021-02-01,8.7,13.0,4.8,5.8,9.7,3.0
188,성산,2021-03-01,12.3,16.0,8.1,10.5,14.9,7.1
188,성산,2021-04-01,15.1,19.1,11.5,14.9,19.5,11.5
188,성산,2021-05-01,18.4,22.6,14.2,18.4,22.6,15.3
188,성산,2021-06-01,22.3,25.6,19.5,22.0,25.3,19.1
188,성산,2021-07-01,26.7,29.3,24.5,24.5,26.8,22.3
188,성산,2021-08-01,26.5,29.4,24.1,26.7,28.4,24.6
188,성산,2021-09-01,24.5,27.2,22.1,22.6,25.4,19.6
188,성산,2021-10-01,19.6,23.3,16.1,18.8,21.4,15.4
188,성산,2021-11-01,12.9,17.5,8.6,13.6,17.0,10.6
188,성산,2021-12-01,7.8,11.8,4.4,7.9,11.6,4.7
188,성산,2022-01-01,5.5,8.7,2.9,4.8,8.3,1.9
188,성산,2022-02-01,4.7,8.1,1.1,5.8,9.8,3.2
188,성산,2022-03-01,11.1,15.3,6.6,8.7,12.9,5.1
188,성산,2022-04-01,15.2,19.4,11.0,12.1,17.4,8.1
188,성산,2022-05-01,18.5,23.1,14.0,18.8,23.3,15.4
188,성산,2022-06-01,22.1,24.9,19.6,21.4,25.0,18.4
188,성산,2022-07-01,26.8,29.9,24.1,25.2,27.4,22.8
188,성산,2022-08-01,27.8,31.2,24.9,26.4,28.3,24.3
188,성산,2022-09-01,23.7,26.5,21.4,24.0,26.9,21.2
188,성산,2022-10-01,17.9,21.1,14.6,18.4,21.6,15.0
188,성산,2022-11-01,14.8,18.9,10.9,12.1,15.8,8.8
188,성산,2022-12-01,5.6,8.9,2.4,8.2,11.6,5.1
239,세종,2019-06-01,21.7,27.3,16.9,4.2,7.3,1.3
239,세종,2019-07-01,25.2,29.4,21.7,14.1,15.8,11.3
239,세종,2019-08-01,26.2,31.3,22.3,22.7,25.0,20.5
239,세종,2019-09-01,21.8,26.5,18.1,21.7,25.7,19.7
239,세종,2019-10-01,15.6,21.1,10.9,17.2,21.2,13.7
239,세종,2019-11-01,8.1,14.4,2.7,8.4,12.2,3.2
239,세종,2019-12-01,2.0,6.9,-2.2,4.5,10.3,-1.2
239,세종,2020-01-01,2.1,7.1,-1.7,3.7,10.2,-1.7
239,세종,2020-02-01,2.9,8.3,-1.9,5.4,11.8,0.4
239,세종,2020-03-01,7.8,14.3,1.7,8.2,13.9,3.0
239,세종,2020-04-01,10.8,17.9,4.3,11.6,17.7,6.5
239,세종,2020-05-01,18.2,24.0,13.0,16.8,22.5,11.9
239,세종,2020-06-01,23.2,28.5,18.9,20.9,25.5,16.3
239,세종,2020-07-01,23.2,27.1,20.1,25.8,29.6,22.5
239,세종,2020-08-01,26.8,31.0,23.9,25.2,29.0,22.1
239,세종,2020-09-01,20.5,25.4,16.8,21.6,25.8,17.7
239,세종,2020-10-01,13.4,19.8,8.2,15.7,20.4,11.0
239,세종,2020-11-01,8.0,13.4,3.3,8.5,14.3,3.8
239,세종,2020-12-01,-0.1,5.0,-4.3,2.1,6.9,-2.4
239,세종,2021-01-01,-1.7,3.3,-6.6,0.3,5.3,-3.8
239,세종,2021-02-01,3.2,9.0,-2.2,2.7,8.2,-1.7
239,세종,2021-03-01,8.8,15.1,3.2,7.5,13.6,1.7
239,세종,2021-04-01,13.9,20.1,8.1,13.3,19.6,7.8
239,세종,2021-05-01,16.8,22.4,11.7,17.9,23.4,13.1
239,세종,2021-06-01,22.6,27.8,18.2,22.7,26.9,18.5
239,세종,2021-07-01,26.9,31.7,23.0,24.2,27.8,20.8
239,세종,2021-08-01,25.1,29.5,21.8,26.0,29.6,22.8
239,세종,2021-09-01,21.8,26.4,18.2,20.6,25.3,16.4
239,세종,2021-10-01,15.0,21.0,10.3,15.4,20.2,10.8
239,세종,2021-11-01,8.2,14.3,3.3,8.9,14.4,4.3
239,세종,2021-12-01,1.2,6.4,-3.4,2.1,6.6,-2.4
239,세종,2022-07-01,26.4,30.9,22.9,0.5,5.6,-3.4
239,세종,2022-08-01,25.3,29.2,22.3,12.0,14.6,8.7
239,세종,2022-09-01,21.8,27.2,17.3,22.7,27.2,21.0
239,세종,2022-10-01,13.9,20.0,9.0,11.9,18.2,8.5
239,세종,2022-11-01,9.4,16.1,3.9,7.8,13.5,1.8
239,세종,2022-12-01,-2.4,2.6,-6.7,4.4,11.3,-2.1
239,세종,2023-01-22,-1.4,4.2,-6.6,6.4,11.8,-0.5
239,세종,2023-02-22,-0.4,5.2,-5.6,4.4,11.2,-2.7
239,세종,2023-03-22,7.7,13.9,1.9,7.6,13.6,1.1
239,세종,2023-04-22,14.2,21.6,7.7,10.8,17.4,5.0
239,세종,2023-05-22,18.4,25.3,11.7,17.4,23.0,12.5
239,세종,2023-06-22,23.3,28.7,19.0,21.9,26.7,17.7
90,속초,2019-01-01,1.7,6.3,-3.0,25.0,28.9,21.2
90,속초,2019-02-01,2.5,6.5,-1.7,11.9,16.5,7.5
90,속초,2019-03-01,8.2,13.1,3.1,-0.8,5.0,-6.4
90,속초,2019-04-01,11.9,16.6,6.9,6.3,11.1,1.0
90,속초,2019-05-01,19.8,25.0,14.7,11.3,15.6,6.9
90,속초,2019-06-01,20.0,24.1,16.6,18.5,21.9,14.8
90,속초,2019-07-01,24.7,28.0,21.8,22.2,26.0,19.2
90,속초,2019-08-01,25.7,29.4,22.7,23.8,27.4,20.9
90,속초,2019-09-01,20.9,24.7,17.5,23.4,27.0,20.1
90,속초,2019-10-01,16.1,20.0,12.1,16.7,20.8,12.6
90,속초,2019-11-01,9.4,13.9,5.2,9.0,13.5,4.6
90,속초,2019-12-01,4.2,8.4,-0.2,5.0,9.3,0.8
90,속초,2020-01-01,3.4,7.2,0.3,2.7,6.7,-0.6
90,속초,2020-02-01,4.1,8.0,-0.2,5.5,9.9,2.3
90,속초,2020-03-01,7.9,12.6,2.7,8.8,13.3,4.5
90,속초,2020-04-01,11.3,16.1,6.3,11.8,17.1,7.3
90,속초,2020-05-01,17.1,21.6,13.3,16.2,21.3,12.1
90,속초,2020-06-01,22.2,26.4,18.3,20.3,24.3,16.9
90,속초,2020-07-01,21.6,24.7,19.0,24.3,27.4,21.8
90,속초,2020-08-01,25.7,29.6,22.8,24.6,27.6,22.3
90,속초,2020-09-01,20.1,23.8,16.8,21.2,24.7,18.1
90,속초,2020-10-01,14.3,19.0,9.7,16.2,19.9,12.3
90,속초,2020-11-01,10.0,14.4,5.4,9.9,14.6,6.0
90,속초,2020-12-01,1.8,6.0,-2.5,4.6,8.7,0.7
90,속초,2021-01-01,-1.2,2.9,-5.5,1.7,5.8,-2.0
90,속초,2021-02-01,3.1,7.7,-1.5,2.5,7.1,-1.3
90,속초,2021-03-01,8.0,12.6,3.7,7.2,12.4,2.3
90,속초,2021-04-01,12.3,16.6,7.8,12.6,17.9,7.9
90,속초,2021-05-01,16.7,21.5,12.1,16.5,21.4,12.4
90,속초,2021-06-01,20.3,23.8,17.1,21.0,25.0,17.6
90,속초,2021-07-01,25.5,29.3,22.3,23.8,26.7,21.2
90,속초,2021-08-01,24.4,28.0,21.5,25.2,27.9,22.7
90,속초,2021-09-01,20.9,24.7,17.6,21.1,24.9,18.0
90,속초,2021-10-01,15.5,20.0,11.6,15.9,19.8,12.1
90,속초,2021-11-01,9.9,14.4,5.7,10.0,14.6,6.2
90,속초,2021-12-01,2.8,7.2,-1.9,3.9,7.7,0.1
90,속초,2022-01-01,-0.6,3.0,-4.5,1.7,5.7,-1.7
90,속초,2022-02-01,0.3,4.3,-3.9,2.5,7.1,-1.0
90,속초,2022-03-01,7.1,11.3,2.9,6.1,10.7,1.3
90,속초,2022-04-01,14.2,19.1,8.8,11.2,16.5,6.1
90,속초,2022-05-01,18.5,23.7,13.1,16.9,21.8,12.7
90,속초,2022-06-01,20.9,24.7,17.6,21.9,25.6,18.3
90,속초,2022-07-01,24.3,27.7,21.9,24.2,27.2,21.4
90,속초,2022-08-01,24.6,28.4,21.3,24.0,26.7,21.2
90,속초,2022-09-01,20.3,24.8,16.3,20.8,24.5,17.6
90,속초,2022-10-01,13.9,18.2,10.0,15.3,19.5,11.5
90,속초,2022-11-01,11.0,16.0,6.3,8.8,13.4,4.8
90,속초,2022-12-01,-0.2,4.1,-4.4,3.7,7.1,0.1
90,속초,2023-01-01,0.2,4.6,-4.3,1.2,5.2,-2.2
90,속초,2023-02-01,2.7,6.6,-1.6,3.1,8.0,-0.6
90,속초,2023-03-01,9.3,13.4,4.6,7.7,12.6,2.8
90,속초,2023-04-01,12.6,17.4,8.0,12.5,18.0,7.6
90,속초,2023-05-01,17.0,21.8,12.6,17.8,22.6,13.7
90,속초,2023-06-01,21.9,26.2,17.9,21.1,24.9,17.6
90,속초,2023-07-01,25.8,30.0,22.8,24.3,27.5,21.7
90,속초,2023-08-01,24.7,28.0,22.2,25.8,28.7,23.2
90,속초,2023-09-01,21.7,25.1,18.5,21.0,24.9,17.8
90,속초,2023-10-01,16.4,21.2,11.5,16.2,20.1,12.3
119,수원,2019-01-01,-1.1,4.9,-6.3,10.3,14.9,6.4
119,수원,2019-02-01,0.8,6.8,-4.3,-2.7,2.5,-7.4
119,수원,2019-03-01,6.6,13.3,0.9,-0.8,4.3,-5.1
119,수원,2019-04-01,11.7,18.2,5.7,8.7,13.6,3.2
119,수원,2019-05-01,18.4,25.9,11.8,14.9,20.5,9.4
119,수원,2019-06-01,22.1,27.9,17.2,19.0,24.4,14.2
119,수원,2019-07-01,25.8,30.3,22.3,25.0,29.5,21.1
119,수원,2019-08-01,26.8,31.5,23.1,26.3,29.8,22.6
119,수원,2019-09-01,22.3,26.8,18.3,24.9,28.3,20.6
119,수원,2019-10-01,16.0,21.3,10.9,15.9,20.8,11.0
119,수원,2019-11-01,7.5,13.4,2.2,8.3,13.9,3.3
119,수원,2019-12-01,1.5,5.8,-3.0,2.5,8.0,-2.7
119,수원,2020-01-01,1.6,6.4,-2.6,0.1,5.2,-4.0
119,수원,2020-02-01,2.4,7.3,-2.0,4.3,9.8,-0.1
119,수원,2020-03-01,7.1,13.3,1.2,8.2,13.7,2.7
119,수원,2020-04-01,10.5,16.6,5.0,11.8,17.9,6.1
119,수원,2020-05-01,17.6,23.3,13.0,17.3,22.9,12.1
119,수원,2020-06-01,23.0,28.5,18.6,21.2,25.5,16.8
119,수원,2020-07-01,23.8,27.9,20.5,25.8,29.4,22.6
119,수원,2020-08-01,26.7,30.2,24.1,25.7,29.4,22.9
119,수원,2020-09-01,21.1,25.7,17.3,22.0,26.0,18.4
119,수원,2020-10-01,13.8,19.7,8.2,16.0,20.7,11.5
119,수원,2020-11-01,7.7,12.8,2.8,8.4,14.1,3.8
119,수원,2020-12-01,-0.4,4.3,-4.7,1.6,6.3,-2.9
119,수원,2021-01-01,-2.4,2.6,-7.8,-0.2,4.7,-4.1
119,수원,2021-02-01,2.2,7.8,-3.3,2.2,7.7,-2.1
119,수원,2021-03-01,8.1,14.6,2.7,7.0,13.0,1.2
119,수원,2021-04-01,13.5,19.4,8.0,12.9,19.1,7.2
119,수원,2021-05-01,16.5,21.8,11.6,17.9,23.2,13.0
119,수원,2021-06-01,22.5,27.7,18.3,22.5,26.6,18.2
119,수원,2021-07-01,27.7,32.5,23.8,24.4,27.8,21.0
119,수원,2021-08-01,25.7,29.9,22.5,26.5,30.1,23.6
119,수원,2021-09-01,22.6,27.1,18.7,21.3,26.0,17.3
119,수원,2021-10-01,15.6,21.0,10.9,15.9,20.7,11.3
119,수원,2021-11-01,7.9,13.5,3.0,8.9,14.3,4.3
119,수원,2021-12-01,0.7,5.7,-4.0,1.4,5.9,-3.0
119,수원,2022-01-01,-2.2,3.1,-7.3,-0.2,4.8,-4.0
119,수원,2022-02-01,-1.1,4.1,-6.0,1.9,7.7,-2.3
119,수원,2022-03-01,7.1,12.8,1.8,6.0,11.8,0.2
119,수원,2022-04-01,13.5,20.0,8.0,11.1,17.4,5.1
119,수원,2022-05-01,18.1,24.2,12.3,18.2,23.5,13.1
119,수원,2022-06-01,23.1,27.7,19.2,22.1,26.2,17.6
119,수원,2022-07-01,27.1,31.2,23.7,25.5,28.8,22.1
119,수원,2022-08-01,25.5,29.2,22.6,25.9,29.4,22.8
119,수원,2022-09-01,22.1,27.5,17.7,21.1,25.5,17.1
119,수원,2022-10-01,14.3,19.9,9.5,15.3,20.3,10.9
119,수원,2022-11-01,9.5,15.7,4.1,8.1,13.5,3.3
119,수원,2022-12-01,-3.9,0.8,-8.4,1.6,5.7,-2.5
174,순천,2019-01-01,1.2,7.3,-3.6,-1.5,3.5,-5.4
174,순천,2019-02-01,2.9,9.2,-2.4,4.1,9.7,-0.7
174,순천,2019-03-01,7.5,14.6,0.9,9.0,14.9,3.1
174,순천,2019-04-01,11.8,18.2,5.5,12.4,18.8,6.5
174,순천,2019-05-01,17.4,25.0,9.5,18.3,23.9,12.8
174,순천,2019-06-01,20.6,26.3,15.9,21.6,26.6,16.6
174,순천,2019-07-01,23.6,27.8,20.5,24.9,29.1,20.8
174,순천,2019-08-01,25.0,30.1,21.0,24.1,28.0,20.3
174,순천,2019-09-01,21.4,26.3,17.5,20.4,25.3,16.0
174,순천,2019-10-01,14.9,21.5,9.8,15.7,20.6,10.7
174,순천,2019-11-01,8.8,16.2,2.3,9.2,15.2,4.4
174,순천,2019-12-01,2.6,8.9,-2.7,2.7,8.0,-2.2
174,순천,2020-01-01,3.5,8.2,-0.6,1.1,6.7,-3.7
174,순천,2020-02-01,3.9,10.0,-1.5,4.4,10.3,-0.0
174,순천,2020-03-01,7.3,14.5,0.4,8.4,14.5,3.1
174,순천,2020-04-01,10.2,17.3,3.3,11.2,17.9,5.6
174,순천,2020-05-01,17.1,22.8,11.9,15.5,21.8,10.1
174,순천,2020-06-01,22.0,27.5,17.1,19.6,24.7,14.9
174,순천,2020-07-01,22.3,26.1,19.7,24.2,28.4,20.5
174,순천,2020-08-01,26.7,31.1,23.1,24.5,28.3,21.0
174,순천,2020-09-01,19.7,25.4,15.5,21.7,26.2,17.5
174,순천,2020-10-01,13.7,21.2,7.8,15.4,20.6,10.3
174,순천,2020-11-01,8.9,15.3,3.6,8.9,15.1,4.0
174,순천,2020-12-01,1.1,7.8,-4.2,3.5,9.0,-1.3
174,순천,2021-01-01,0.0,6.3,-5.5,0.6,6.2,-4.1
174,순천,2021-02-01,3.9,11.0,-2.0,2.7,9.0,-1.9
174,순천,2021-03-01,9.3,16.1,2.8,7.6,14.3,1.8
174,순천,2021-04-01,13.2,19.7,6.5,12.9,19.7,7.2
174,순천,2021-05-01,16.7,23.0,10.5,17.4,23.5,12.2
174,순천,2021-06-01,21.7,27.4,16.5,21.5,26.5,16.7
174,순천,2021-07-01,25.4,30.5,21.2,23.7,28.0,19.7
174,순천,2021-08-01,25.1,30.2,21.3,25.1,29.2,21.1
174,순천,2021-09-01,21.4,26.5,17.6,20.4,25.6,15.6
174,순천,2021-10-01,15.2,22.5,9.8,15.5,20.7,10.3
174,순천,2021-11-01,7.9,15.6,2.2,9.6,15.7,4.7
174,순천,2021-12-01,2.3,9.0,-3.1,2.8,8.5,-2.3
174,순천,2022-01-01,0.6,6.9,-4.3,0.7,6.5,-4.0
174,순천,2022-02-01,0.7,7.0,-4.8,3.0,9.5,-1.8
174,순천,2022-03-01,8.2,15.2,1.7,6.7,13.1,0.8
174,순천,2022-04-01,14.1,21.4,7.1,10.7,17.8,4.5
174,순천,2022-05-01,17.4,25.2,9.6,17.7,24.0,12.3
174,순천,2022-06-01,22.2,27.7,17.8,21.0,26.4,15.8
174,순천,2022-07-01,25.7,30.3,21.9,24.0,28.3,19.7
174,순천,2022-08-01,25.3,29.7,21.7,24.8,28.9,20.6
174,순천,2022-09-01,21.1,26.9,16.4,20.5,25.6,15.8
174,순천,2022-10-01,13.8,21.2,7.7,14.9,20.5,9.7
174,순천,2022-11-01,9.3,17.8,2.5,8.4,14.8,3.1
174,순천,2022-12-01,0.0,5.3,-4.7,2.6,8.4,-2.5
136,안동,2019-01-01,-0.7,5.6,-6.7,0.1,5.9,-4.7
136,안동,2019-02-01,2.0,7.8,-3.4,2.4,9.1,-2.7
136,안동,2019-03-01,6.8,13.7,0.0,7.0,13.7,0.7
136,안동,2019-04-01,11.7,18.5,5.1,11.8,18.7,5.4
136,안동,2019-05-01,18.8,26.3,10.8,16.7,22.9,10.8
136,안동,2019-06-01,21.5,27.5,15.9,21.7,27.0,16.5
136,안동,2019-07-01,24.7,29.1,20.9,25.2,29.8,21.0
136,안동,2019-08-01,25.8,31.0,21.6,24.1,28.6,20.0
136,안동,2019-09-01,21.2,26.1,17.3,20.7,26.1,16.0
136,안동,2019-10-01,14.7,20.8,9.8,15.3,20.8,10.0
